fpr,Transformer,Charlson,Elixhauser,llama,Delpi
0.661448141,0.928525296,0.869286635,0.83486057,0.88365216,0.940365985
0.663405088,0.929601722,0.870042203,0.835706876,0.885021015,0.940796555
0.665362035,0.930032293,0.870797772,0.836553181,0.886389869,0.941872982
0.667318982,0.930247578,0.87155334,0.837399486,0.887758723,0.942303552
0.66927593,0.930462863,0.872308909,0.838245792,0.889127578,0.942518837
0.671232877,0.930678149,0.873064478,0.839092097,0.890496432,0.943595264
0.673189824,0.931108719,0.873820046,0.839938403,0.891865286,0.943810549
0.675146771,0.932615716,0.874575615,0.840784708,0.89323414,0.94510226
0.677103718,0.933261572,0.875331183,0.841631013,0.894602995,0.946007301
0.679060665,0.933692142,0.876086752,0.842477319,0.895971849,0.946609257
0.681017613,0.934553283,0.87684232,0.843323624,0.897340703,0.947470398
0.68297456,0.934983854,0.877597889,0.84416993,0.898709558,0.948116254
0.684931507,0.93606028,0.878353458,0.845016235,0.900078412,0.948331539
0.686888454,0.93649085,0.879109026,0.84586254,0.901447266,0.949838536
0.688845401,0.936921421,0.879864595,0.846708846,0.90281612,0.950653703
0.690802348,0.937782562,0.880620163,0.847555151,0.904184975,0.951130248
0.692759295,0.938858988,0.881375732,0.848401457,0.905553829,0.951991389
0.694716243,0.9401507,0.882131301,0.849247762,0.906922683,0.952637244
0.69667319,0.94058127,0.882886869,0.850094067,0.908291538,0.9532831
0.698630137,0.941086007,0.883642438,0.850940373,0.909660392,0.953498385
0.700587084,0.941872982,0.884398006,0.851786678,0.911029246,0.953928956
0.702544031,0.942518837,0.885153575,0.852632984,0.9123981,0.954359526
0.704500978,0.943164693,0.885909143,0.853479289,0.913766955,0.955005382
0.706457926,0.943810549,0.886664712,0.854325594,0.915135809,0.956081808
0.708414873,0.944456405,0.887420281,0.8551719,0.916504663,0.956942949
0.71037182,0.94467169,0.888175849,0.856018205,0.917873518,0.95737352
0.712328767,0.94510226,0.888931418,0.856864511,0.919242372,0.958449946
0.714285714,0.945748116,0.889686986,0.857710816,0.920611226,0.958665231
0.716242661,0.946609257,0.890442555,0.858557121,0.92198008,0.958880517
0.718199609,0.947470398,0.891198124,0.859403427,0.923348935,0.959956943
0.720156556,0.94876211,0.891953692,0.860249732,0.924717789,0.960602799
0.722113503,0.94919268,0.892709261,0.861096038,0.926086643,0.961679225
0.72407045,0.949623251,0.893464829,0.861942343,0.927455498,0.962109795
0.726027397,0.950269107,0.894220398,0.862788648,0.928824352,0.962755651
0.727984344,0.951345533,0.894975967,0.863634954,0.930193206,0.963186222
0.729941292,0.951776103,0.895731535,0.864481259,0.93156206,0.963832078
0.731898239,0.952206674,0.896487104,0.865327565,0.932930915,0.964262648
0.733855186,0.95285253,0.897242672,0.86617387,0.933805806,0.964693219
0.735812133,0.953848267,0.897998241,0.867020175,0.934701767,0.96598493
0.73776908,0.954790097,0.898753809,0.867866481,0.935934238,0.966415501
0.739726027,0.955651238,0.899509378,0.868712786,0.937166708,0.966846071
0.741682975,0.955866523,0.900264947,0.869559091,0.938399179,0.967276642
0.743639922,0.956081808,0.901020515,0.870405397,0.93963165,0.967707212
0.745596869,0.956727664,0.901776084,0.871251702,0.940864121,0.967922497
0.747553816,0.957259266,0.902531652,0.872098008,0.942096592,0.967922497
